m_uid,k_number,party
63111202,22,Likud
18785311,22,Likud
18755548,22,Likud
63116487,22,Likud
63124881,22,Likud
19615491,22,Likud
19634043,22,Likud
20824112,22,Likud
63092488,22,Likud
63166467,22,Likud
12181439,22,Joint List
61685599,22,Joint List
2420712,22,Joint List
62394296,22,Joint List
12410181,22,Joint List
67958229,22,Joint List
61718702,22,Joint List
61125543,22,Joint List
19628142,22,Joint List
19628276,22,Joint List
34229146,22,Joint List
68106569,22,Joint List
68105483,22,Joint List
2670985,22,Shas
2915390,22,Shas
2915482,22,Shas
2330483,22,Shas
17280189,22,Shas
27670547,22,Shas
63200127,22,Shas
50424294,22,Shas
7054034,22,Shas
58311,22,Yisrael Beiteinu
20898016,22,Yisrael Beiteinu
63183722,22,Yisrael Beiteinu
5360165,22,Yisrael Beiteinu
24276432,22,Yisrael Beiteinu
1572575,22,Yisrael Beiteinu
56681855,22,Yisrael Beiteinu
68106472,22,Yisrael Beiteinu
2120884,22,United Torah Judaism
2386604,22,United Torah Judaism
1391548,22,United Torah Judaism
2330547,22,United Torah Judaism
61359772,22,United Torah Judaism
2899261,22,United Torah Judaism
2614420,22,United Torah Judaism
472117,22,Labor-Gesher
466537,22,Labor-Gesher
3593364,22,Labor-Gesher
391262,22,Labor-Gesher
3593286,22,Labor-Gesher
18764191,22,Labor-Gesher
2916662,22,Democratic Union
892490,22,Democratic Union
569975,22,Democratic Union
3818052,22,Democratic Union
2630091,22,Democratic Union
2906267,22,Jewish Home–National Union
18759744,22,Jewish Home–National Union
3593700,22,Jewish Home–National Union
63176626,22,Jewish Home–National Union
2791686,22,New Right
39318,22,New Right
60951122,22,New Right
43723,23,Likud
1711779,23,Likud
487304,23,Likud
128949,23,Likud
2330458,23,Likud
723506,23,Likud
468394,23,Likud
445611,23,Likud
790699,23,Likud
2583214,23,Likud
19634024,23,Likud
2301106,23,Likud
2919288,23,Likud
1362317,23,Likud
19201160,23,Likud
62062074,23,Likud
63107922,23,Likud
63111202,23,Likud
18785311,23,Likud
18755548,23,Likud
63116487,23,Likud
63124881,23,Likud
19615491,23,Likud
19634043,23,Likud
63166467,23,Likud
63087383,23,Likud
25490011,23,Likud
16128811,23,Likud
2909767,23,Likud
63197463,23,Likud
58004800,23,Likud
97816805,23,Likud
104051298,23,Likud
104419412,23,Likud
2584267,23,Likud
104445697,23,Likud
1396120,23,Yesh Atid-Telem
981881,23,Yesh Atid-Telem
3663051,23,Yesh Atid-Telem
2783222,23,Yesh Atid-Telem
3663042,23,Yesh Atid-Telem
2468984,23,Yesh Atid-Telem
4358424,23,Yesh Atid-Telem
3701621,23,Yesh Atid-Telem
28792417,23,Yesh Atid-Telem
18577963,23,Yesh Atid-Telem
6832388,23,Yesh Atid-Telem
3818024,23,Yesh Atid-Telem
20071716,23,Yesh Atid-Telem
87134276,23,Yesh Atid-Telem
59519064,23,Yesh Atid-Telem
63203042,23,Yesh Atid-Telem
104696632,23,Yesh Atid-Telem
104696368,23,Yesh Atid-Telem
105235745,23,Yesh Atid-Telem
557436,23,Blue and White
49067,23,Blue and White
6016683,23,Blue and White
7026303,23,Blue and White
47514932,23,Blue and White
61913859,23,Blue and White
3663047,23,Blue and White
50738495,23,Blue and White
96357579,23,Blue and White
56751585,23,Blue and White
104465875,23,Blue and White
18121227,23,Blue and White
12181439,23,Joint List
61685599,23,Joint List
2420712,23,Joint List
62394296,23,Joint List
12410181,23,Joint List
67958229,23,Joint List
61718702,23,Joint List
61125543,23,Joint List
19628142,23,Joint List
19628276,23,Joint List
34229146,23,Joint List
68106569,23,Joint List
68105483,23,Joint List
87124322,23,Joint List
87125690,23,Joint List
2915390,23,Shas
2915482,23,Shas
2330483,23,Shas
27670547,23,Shas
63200127,23,Shas
50424294,23,Shas
7054034,23,Shas
96369448,23,Shas
96754353,23,Shas
2120884,23,United Torah Judaism
2386604,23,United Torah Judaism
61359772,23,United Torah Judaism
2899261,23,United Torah Judaism
2614420,23,United Torah Judaism
7007279,23,United Torah Judaism
96603638,23,United Torah Judaism
58311,23,Yisrael Beiteinu
20898016,23,Yisrael Beiteinu
63183722,23,Yisrael Beiteinu
5360165,23,Yisrael Beiteinu
24276432,23,Yisrael Beiteinu
1572575,23,Yisrael Beiteinu
56681855,23,Yisrael Beiteinu
39318,23,Yamina
18759744,23,Yamina
2791686,23,Yamina
60951122,23,Yamina
63176626,23,Yamina
2916662,23,Meretz
3818052,23,Meretz
569975,23,Meretz
2630091,23,Meretz
3593364,23,Labor
391262,23,Labor
8054214,23,Derekh Eretz
7002735,23,Derekh Eretz
466537,23,Gesher
2906267,23,The Jewish Home
43723,24,Likud
1711779,24,Likud
487304,24,Likud
128949,24,Likud
2330458,24,Likud
723506,24,Likud
468394,24,Likud
445611,24,Likud
790699,24,Likud
2583214,24,Likud
19634024,24,Likud
18822566,24,Likud
2301106,24,Likud
2919288,24,Likud
1362317,24,Likud
19201160,24,Likud
62062074,24,Likud
21794010,24,Likud
63107922,24,Likud
63111202,24,Likud
18785311,24,Likud
18755548,24,Likud
63116487,24,Likud
63124881,24,Likud
19615491,24,Likud
466537,24,Likud
63166467,24,Likud
63087383,24,Likud
25490011,24,Likud
1396120,24,Yesh Atid
3663051,24,Yesh Atid
4358424,24,Yesh Atid
3701621,24,Yesh Atid
19634029,24,Yesh Atid
18577963,24,Yesh Atid
6832388,24,Yesh Atid
3818024,24,Yesh Atid
63203042,24,Yesh Atid
104696632,24,Yesh Atid
106226063,24,Yesh Atid
106226078,24,Yesh Atid
107224738,24,Yesh Atid
107225905,24,Yesh Atid
107328825,24,Yesh Atid
104696368,24,Yesh Atid
55649413,24,Yesh Atid
2670985,24,Shas
2330483,24,Shas
17280189,24,Shas
27670547,24,Shas
106427258,24,Shas
63200127,24,Shas
50424294,24,Shas
7054034,24,Shas
96369448,24,Shas
557436,24,Blue and White
6890749,24,Blue and White
6965078,24,Blue and White
50738495,24,Blue and White
104465875,24,Blue and White
18121227,24,Blue and White
4734350,24,Blue and White
18522625,24,Blue and White
39318,24,Yamina
105581659,24,Yamina
106226055,24,Yamina
106226059,24,Yamina
63181940,24,Yamina
54766749,24,Yamina
107287675,24,Yamina
391262,24,Labor
30526568,24,Labor
868609,24,Labor
6864478,24,Labor
30527509,24,Labor
5984911,24,Labor
107264625,24,Labor
2386604,24,United Torah Judaism
2120884,24,United Torah Judaism
2330547,24,United Torah Judaism
1391548,24,United Torah Judaism
2899261,24,United Torah Judaism
2614420,24,United Torah Judaism
7007279,24,United Torah Judaism
63183722,24,Yisrael Beiteinu
24276432,24,Yisrael Beiteinu
56681855,24,Yisrael Beiteinu
107224635,24,Yisrael Beiteinu
68796550,24,Yisrael Beiteinu
8056380,24,Yisrael Beiteinu
107972390,24,Yisrael Beiteinu
18759744,24,Religious Zionist Party
106226075,24,Religious Zionist Party
12403861,24,Religious Zionist Party
105127281,24,Religious Zionist Party
3593944,24,Religious Zionist Party
105103347,24,Religious Zionist Party
63176626,24,Religious Zionist Party
12181439,24,Joint List
2420712,24,Joint List
68105483,24,Joint List
12410181,24,Joint List
19628142,24,Joint List
61718702,24,Joint List
19634043,24,New Hope
20824112,24,New Hope
2663586,24,New Hope
7002735,24,New Hope
6810271,24,New Hope
63092488,24,New Hope
569975,24,Meretz
105076402,24,Meretz
2909698,24,Meretz
3594005,24,Meretz
18753926,24,Meretz
60951347,24,Meretz
62394296,24,United Arab List
6914178,24,United Arab List
67958229,24,United Arab List
87125690,24,United Arab List
